2758	See Afro-Latin American, though I would personally merge that artiucle and this one,	Podívejme se na Afro - Latinskou Ameriku , I když bych osobně spojil tuhle a tuhle ,	[0, 0, 1]	NOT
7938	Which old Rolling Stone issues have articles about Jerry Lee Lewis. I am interested in an article written in the 1970's	Které staré vydání Rolling Stone mají články o Jerry Lee Lewis . Jsem zájem o článek napsaný v 70 .	[0, 0, 1]	NOT
3383	Prove it. All I can see on your talk page are vandalism warnings. And your IP is not even shared by multiple users.	Všechno , co vidím na tvé diskusní stránce , jsou varování proti vandalismu . A tvoje IP není ani sdílena několika uživateli .	[0, 1, 0]	NOT
4353	Looks like they will make any Tom, Dick or Firefox an admin these days....Read the rulez Holmes! Wikipedia:Deletion guidelines for administrators	Vypadá to , že budou dělat jakýkoliv Tom , Dick nebo Firefox správce v těchto dnech . . . . Přečtěte si pravidla Holmes ! Wikipedia : Zrušení pokyny pro správce	[1, 0, 1]	ERR
894	Google research seems to indicate that the preferred name for this class of antenna is biconic not biconical.	Zdá se , že výzkum Google naznačuje , že upřednostňované jméno pro tuto třídu antény je bikonická , ne bikonická .	[0, 0, 0]	NOT
7830	I removed from the article any references to removed ground attack features as there's no proof that anything was actually removed.	Z článku jsem odstranil všechny odkazy na odstraněné prvky pozemního útoku , protože neexistuje žádný důkaz , že by bylo něco skutečně odstraněno .	[0, 0, 0]	NOT
620	you are very hypocritical why don't you knock it off with the constant reverting images to the 4, b and l train articles will you	Jste velmi pokrytičtí , proč si to nevrátíte s nepřetržitým opakováním obrazů na 4 , b a l vlaku články budete	[1, 0, 0]	NOT
4942	Please ban me already. I have no interest in this stupid pedia. Not an encyclopedia anyways	Prosím , už mě zastavte . Nemám zájem o tuhle blbou Wikipedii . Stejně to není encyklopedie .	[0, 0, 0]	NOT
4994	John Deere No vandalisms again and again please!! Otherwise you risk a block.	John Deere Žádné vandalismy znovu a znovu prosím ! ! Jinak riskujete blok .	[0, 0, 0]	NOT
1942	But your point holds no weight. As long as production codes say that each episode is one length or two-length, then it should be counted as such.	Dokud výrobní kódy říkají , že každý epizoda je jedna nebo dvě délky , pak by se měla počítat jako taková .	[3, 1, 1]	ERR
5240	Can anyone help confirm, or dispute that Philadelphia was the capital before the Revolutionary War? And thank You Gadget850	Může někdo pomoci potvrdit , nebo hádat , že Philadelphia byla hlavním městem před revoluční válkou ? A děkuji Gadget850	[0, 0, 0]	NOT
6658	The controversy of the May 2007 issue is true, has references. Do not remove because of marketing issues, guys.	Kontroverzní téma května 2007 je pravda , má odkazy . Neodstraňte kvůli marketingovým problémům , chlapi .	[0, 0, 1]	NOT
4840	this edit was posted by the user of this page, you all really think you can make me not edit lol you all are funny as shit.	tato úprava byla zveřejněna uživatelem této stránky , vy všichni opravdu si myslíte , že můžete udělat , abych ne editovat lol jste všichni legrační jako hovno .	[0, 0, 0]	NOT
138	As a stakeholder, I have delt with these authorities and you have not. So leave the editing to competent contributors.	Jako zúčastněná strana jsem se zabývala těmito orgány a vy ne . Takže přenecháte úpravu příslušným přispěvatelům .	[0, 0, 0]	NOT
5524	do not know juden! silence is golden juden, now shut up.	Nevíš juden ! Ticho je zlatý juden , teď zavři hubu .	[0, 0, 0]	NOT
410	Please take a closer look to the articles. Neither Holocaust, The Holocaust in Poland nor Rwanda genocide share a single category with this article.	Prohlédněte si prosím články . Ani Holocaust , Holocaust v Polsku , ani genocida v Ruandi se s touto článkem nesdílejí v jedné kategorii .	[1, 0, 0]	NOT
9247	You were warned about personal attacks before ROG. Now I am going to report you for making your unsubstantiated claims.	Před ROG jste byl varován před osobními útoky . Nyní vás budu hlásit za vaše neopodstatněné tvrzení .	[0, 0, 0]	NOT
2045	I'm sorry if I didn't do that. Can you say where?	Je mi líto , že jsem to neudělala .	[3, 1, 1]	ERR
1635	Mind however that most of this is already on Polish wiki, without my involvment at all.	Upozorňujeme však , že většina z toho je již na polské wiki , bez mého zapojení vůbec .	[0, 0, 0]	NOT
6070	to the dumpster where i live because i am a poor butthole surfer	do kontejneru , kde bydlím , protože jsem chudý surfař .	[1, 1, 1]	ERR
6214	Maybe when you open new RfC on name, order of Arabic and hebrew need be address too? Make simple to combine both issue.	Možná , když otevřete nový RfC na jméno , pořadí arabsky a hebrejsky potřebují být adresy příliš ? Zjednodušte kombinovat oba čísla .	[0, 0, 0]	NOT
4140	Why does it say ignore all rules on your talk page?	Proč říkáš ignorovat všechny pravidla na tvé diskusní stránce ?	[0, 0, 0]	NOT
3430	Opera titles are italicised. All of these operas and many of the selections have their own Wikipedia articles, that should be linked.	Všechny tyto opery a mnohé z výběrů mají své vlastní články na Wikipedii , které by měly být propojeny .	[0, 0, 0]	NOT
9489	that will substantiate your claim that the Iraq Liberation Act was a violation of international law	které potvrdí vaše tvrzení , že zákon o osvobození Iráku byl porušením mezinárodního práva	[0, 0, 0]	NOT
1184	So exactly what differentiates a metropolis and metropolitan city? e.g. Kolkata is also a metropolitan city but is named metropolis.	Takže co přesně odlišuje metropoli a metropolitní město ? např . Kolkata je také metropolitní město , ale je jmenován metropolií .	[1, 1, 1]	ERR
3075	INDIAN ANUS IS STRETCHED AND WIDENED BY GRAWP’S MASSIVE COCK.	Indický ANUS je zastrčen a zasypaný velkým kusem děvka .	[3, 1, 1]	ERR
4341	context2 - Increasingly, OCS-IS candidates are non-commissioned officers in whom the Army has invested years of training and education.	kontext2 - OCS - IS jsou stále více nevolní důstojníci , do nichž armáda investovala roky výcviku a vzdělání .	[1, 0, 1]	ERR
8367	I'M NOT BLOCKED BEACAUSE I DID NOT DO ANYTHING BUT MAKE A PAGE	Nemám problémy , protože jsem nic neudělala , jen jsem udělala stránku .	[0, 1, 0]	NOT
6513	Ok, I looked at the organized proposal and provided comments. I invited who is a energy category guru.	Ok , podíval jsem se na organizovaný návrh a poskytl komentáře . Pozval jsem , kdo je guru kategorie energie .	[0, 0, 0]	NOT
8362	I agree it was a useless stub but a stub canbe made into something half useful with only a few minutes work..	Souhlasím , že to byl zbytečný kousíček , ale kousíček může být z něčeho napůl užitečný s jen pár minut prací .	[0, 0, 0]	NOT
1654	massage for scum== Đoković will smash your boyfreind federer! ==	""" Masáž pro scum "" == Djoković zničí vašeho federera ! =="	[1, 2, 1]	ERR
6863	I think this is a stretch. There is no verifiable source that Jamie Lynn ever charge money for sex.	Neexistuje žádný ověřitelný zdroj , že by Jamie Lynn někdy účtoval peníze za sex .	[0, 0, 0]	NOT
5571	April 2008 Your unhelpful edits have been rverted. Please stop now.	Únor 2008 Vaše neúčinné úpravy byly převrženy . Prosím , přestaňte .	[1, 1, 1]	ERR
214	No worries. Just a small favour: can you keep my page on your watchlist, in case it is vandalized for the duration of the block?	Jen malá laskavost : můžete si moji stránku nechat na svém seznamu pro případ , že by byla zničena po celou dobu bloku ?	[0, 0, 1]	NOT
3697	She really does look like Saya! But considering the latter half of the manga's eroge references, it was probably on purpose.	Opravdu vypadá jako Saya ! Ale vzhledem k druhé polovině odkazů na erózu manga , to bylo pravděpodobně záměrně .	[0, 1, 0]	NOT
2985	I have a copy of the 'Encyclopedia of Rugby League Players', this will have all of John Quayle's stats. I will try and add them soon.	Mám kopie ' Encyklopedie hráčů rugby ligy ' , tohle bude mít všechny statistiky Johna Quaylea . Zkusím a přidám je brzy .	[0, 0, 0]	NOT
766	MILBURN IS A BARBARIAN PICTURE DELETOR ANIMAL! I WILL KICK OFF HIM from wiki	MILBURN je BARBAřský snímek DELETOR ANIMAL ! Budu ho vykopnout z wiki	[1, 2, 1]	ERR
7834	Me bad. I just realized I'm typing Supraman instead of Supaman. Hope I didn't cause any confusion. (Supraman is also a user name.)	Právě jsem si uvědomil , že napíšu Supramana místo Supamana . Doufám , že jsem nic nezměnil . ( Supraman je také uživatelské jméno . )	[1, 1, 1]	ERR
2182	You vote as though guidelines and policies should be ignored and that no article should ever be deleted no matter what.	Hlasujete , jako by pokyny a zásady měly být ignorovány a že žádný článek by nikdy neměl být vymazán bez ohledu na to , co se děje .	[0, 0, 0]	NOT
4061	Also, the link doesn't link to any minimum requirements I removed the section, please add it again only if you find the correct requirements	Také , odkaz není odkaz na žádné minimální požadavky jsem odstranil sekci , prosím přidejte ji znovu pouze pokud najdete správné požadavky	[0, 0, 0]	NOT
3694	Ok, what about him abusing the rollback feature? Is that where I report that?	Dobře , a co když zneužívá funkci přehrávání ?	[0, 0, 0]	NOT
9113	Why delete the edit? You say there is a sourcing problem, then why didn't you ask me to fix it instead of deleting my edit?	Proč smazat úpravu ? Říkáte , že je problém s zdrojem , pak proč jste mě nepožádali , abych ji opravil místo smažení mé úpravy ?	[0, 0, 1]	NOT
5865	Look at WWTDD.com images there of good quality that clearly show Miley Cyrus.	Podívejte se na WWTDD . com obrázky dobré kvality , které jasně ukazují Miley Cyrus .	[0, 0, 0]	NOT
5350	Is Denise Lor still alive and if so where does she live? nicrag@aol.com	Je Denise Lor stále naživu a pokud ano , kde bydlí ? nicrag@aol . com	[0, 0, 0]	NOT
5924	it is clear vandalism and removal of relevant information,	je to jasný vandalismus a odstranění příslušných informací ,	[0, 0, 0]	NOT
1277	If you're going to impersonate Elton, you need to try just a bit harder. AWF	Jestli se chceš předstírat Eltona , musíš se snažit o něco víc .	[0, 0, 0]	NOT
9663	Conservatorship was not extended, as clarified by TMZ, but remained as normal.	Conservatorship nebyla prodloužena , jak bylo vyjasněno TMZ , ale zůstala jako obvykle .	[0, 0, 0]	NOT
1198	AND THE EDIT TO WKRC WAS NOT VANDALISM. I JUST TRIED TO MAKE A REPORT VIA WP:AIV AND YOU BLOCKED IT. DUH!	A změna na WKRC nebyla povinnost . Jen jsem se pokusil udělat hlášení přes WP : AIV a vy jste to rozbila .	[1, 3, 1]	ERR
7664	What is the algorithmic complexity of decomposing a permutation into those cycles?	Jaká je algoritmická složitost rozkladu permutace do těchto cyklů ?	[0, 0, 0]	NOT
74	How is can some one teach this kid how to spell not a attack?	Jak může někdo naučit toho kluka , jak napsat neútok ?	[0, 0, 1]	NOT
3248	In fact even modern Ukr sources widely use it when in English: [URL] .	Ve skutečnosti dokonce moderní Ukr zdroje široce používat , když v angličtině : [ URL ] .	[0, 0, 0]	NOT
1135	Forgive me if I get mad sometimes everyone does and you do too.	Promiň , když se někdy rozčílím , tak to dělají všichni a ty taky .	[0, 0, 0]	NOT
6855	i didnt get pranked hahaha!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	Nebyla jsem naštvaná hahaha ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !	[1, 1, 1]	ERR
846	This tag seems a bit racist don't you think? Useless article, and it seems quite prejiduced. Request for deletion.	Tahle značka vypadá trochu rasisticky , nemyslíš ? Nepoužitelný článek , a zdá se docela předběžně . Žádost o vymazání .	[1, 0, 0]	NOT
2248	Their destructive nature that seems to destroy everyone with their taints should be removed from Wikipedia.	Jejich destruktivní povaha , která vypadá , že všechny zničí svými skvrnami , by měla být odstraněna z Wikipedie .	[1, 0, 0]	NOT
3078	I'M Getting Seriously depressed by this. I wan't to be unblocked. Please!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1	Jsem vážně deprimován tím . Nechci být odblokován . Prosím ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! 1	[1, 0, 1]	ERR
6269	As a rule, autonomist movements are separatist, while irredentism is not. I have not seen this challenged here.	Zpravidla jsou autonomní hnutí separatistické , zatímco neredentismus ne . Neviděl jsem , že by se to zde zpochybňovalo .	[0, 1, 0]	NOT
3508	OK. But IMDB is user-edited and therefore not a reliable source.	Dobře , ale IMDB je uživatelem upravená a proto není spolehlivý zdroj .	[0, 0, 0]	NOT
6605	Both Farhad's parents are Pashtuns, not Tajiks. The majority people in Kunduz are either Pashtuns or Uzbek, Tajiks are a minority.	Oba Farhad rodiče jsou Pashtunové , ne Tádžikové . Většina lidí v Kunduzi jsou buď Pashtunové nebo Uzbekové , Tádžikové jsou menšina .	[0, 1, 0]	NOT
8218	The only thing I can considor I an attack was his edits. Which is acceptable as critism.	Jediná věc , kterou mohu napadnout , byly jeho úpravy , což je přijatelné jako kritérium .	[1, 0, 1]	ERR
7783	Yes, I was planning on revising the spongebob article. Seems to me there's a few typos.	Ano , plánoval jsem revidovat článek o spongebobech , zdá se mi , že tam jsou pár typů .	[1, 1, 1]	ERR
9378	There is no Institut in Vancouver, Canada. Regards,	V Vancouveru v Kanadě neexistuje žádný ústav .	[0, 0, 0]	NOT
4690	And how can you participate in ed discussions and perform admin actions too on the same article?-	A jak se můžete podílet na ed diskuze a provádět správní akce také na stejném článku ? -	[3, 0, 0]	NOT
4096	Aren't you the one with a political agenda, with all the nonsense remarks about each politician?	Nejste ten , kdo má politickou agendu , s těmi nesmyslnými poznámkami o každém politici ?	[0, 0, 0]	NOT
2689	Then I suggest you be quiet. Your observations, however clever to yourself, do not get us closer to the goal.	Pak vám navrhuji , abyste byl tichý . Vaše pozorování , jakkoliv chytré pro sebe , nedostanou nás blíž k cíli .	[0, 0, 0]	NOT
6270	I'm sure someone working for insurance company would appreciate that particular judge's comments.	Jsem si jistý , že někdo , kdo pracuje pro pojišťovnu , by ocenil poznámky toho konkrétního soudce .	[0, 0, 0]	NOT
1904	This page should be deleted. Star Fox Armada was always going to be a GameCube game. Even the articles at the bottom of the page corroborate this.	Tato stránka by měla být odstraněna . Star Fox Armada bude vždy hra GameCube . Dokonce i články na dně stránky to potvrzují .	[0, 0, 0]	NOT
2205	Almost every page that Siddiqui edited was then edited by Ironboy11 and now by SMS.	Téměř každou stránku , kterou Siddiqui upravoval , pak upravoval Ironboy11 a nyní SMS .	[0, 0, 0]	NOT
4536	So google is right and the band members are wrong, i am not allowed to call you an idiot but if i was allowed to i would.	Takže Google má pravdu a členové kapely se mýlí , nemám dovoleno říkat vám idiot , ale kdyby mi bylo dovoleno , že bych .	[0, 0, 0]	NOT
6480	hey, i dont recall ever being on an albert einstein sight never mind removing stuff?	Hele , nevzpomínám si , že jsem někdy byl na pohledu Alberta Einsteina , že by mi nevadilo odstraňovat věci ?	[0, 0, 0]	NOT
3414	although it be useful to add some of the other sources I mentioned	i když by bylo užitečné přidat některé z dalších zdrojů , které jsem zmínil	[0, 0, 0]	NOT
8018	Also, there is no article for Uterine siblings, and no mention of the term in the target to which that title currently redirects.	Kromě toho neexistuje žádný článek pro Uterinské sourozence a žádná zmínka o termínu v cíli , na který se tento název v současné době přesměruje .	[0, 0, 1]	NOT
800	Then who do you suggest should be notifyed? If hes only on break, then theres actually no big rush, as long as it gets adressed.	Jestli je jen na přestávce , tak není ve skutečnosti žádná velká spěch , dokud je adresován .	[0, 0, 1]	NOT
7632	Also, do not fuck around with my user talk page (like this) - see WP:REMOVED. Thanks,	Také , nešukej kolem s mým uživatelem talk stránky ( jako toto ) - viz WP : REMOVED . Díky ,	[0, 0, 0]	NOT
3068	Although you would probably say this isn't reliable, this source does say she is recurring. [URL]	I když byste pravděpodobně řekli , že to není spolehlivé , tento zdroj říká , že se opakuje . [ URL ]	[0, 0, 0]	NOT
227	brother ,i need your help to improve the article. give me some chance i will give the source of every thing mentioned in the article God bless you!	Bratře , potřebuji vaši pomoc , aby se článek zlepšil . dejte mi nějakou šanci , dám zdroj každé věci zmíněné v článku Bůh vám žehnej !	[0, 0, 0]	NOT
2261	It would probably be a good idea to check Civil Rights Movement and see if we need a merge, cross-ref, and/or delete here.	Pravděpodobně by bylo dobré zkontrolovat hnutí pro občanská práva a zjistit , zda tu potřebujeme sloučení , křížové přezkoumání a / nebo odstranění .	[1, 0, 0]	NOT
2802	WHEN YOU COME HERE TO SAY NAUGHTY NAUGHT. GO F.U.C.K YOURSELVES.	Až sem přijdeš , abys řekla , že je to děsný , jděte si pro sebe .	[1, 1, 1]	ERR
7164	I think I would have a bit (LOT) better idea of what is happening re the Coolac Bypass than the wagga paper.	Myslím , že bych měl trochu ( LOT ) lepší představu o tom , co se děje re Coolac Bypass než wagga papír .	[1, 1, 0]	ERR
4072	I used to like Wikipedia but its assholes like you who have ruined it for me. Thanks a lot. I 'm done with everything Wikipedia.	Dřív jsem měl rád Wikipedii , ale její hajzlové jako ty , kteří ji zničili pro mě . Díky moc . Jsem hotový se všemi s Wikipedií .	[0, 0, 0]	NOT
2529	Try it, see what happens. You dickless, cum-eating faggot!	Zkuste to , uvidíte , co se stane .	[3, 1, 1]	ERR
9638	eps with him as HW no longer air; therefore his isn't DOOL's HW.	Eps s ním jako HW už není vzduch ; proto jeho není DOOL ' s HW .	[0, 0, 0]	NOT
4998	And you say I'm going to be reported but yet you already said I am being reported.	A ty říkáš , že se o mně bude hlásit , ale stejně jsi už řekl , že se o mně hlásí .	[0, 0, 0]	NOT
3181	BTW, I could'nt even save it until I deleted AND WIKIPEDIA SU**S BIG TIME from the Fox and the Hound rules part.	Mimochodem , nemohl jsem ji dokonce uložit , dokud jsem vymazal a WIKIPEDIA SU**S BIG TIME z části pravidla Fox a Hound .	[1, 1, 1]	ERR
1538	Please consider this proposition: the probability of a true date after 622 CE is less than 20%. tabiibnafsanii	Vezměte prosím v úvahu tento návrh : pravděpodobnost pravého data po roce 622 CE je nižší než 20% . tabiibnafsanii	[0, 0, 0]	NOT
9404	Note, I also deleted Greene from the Republican candidates, as he no longer seems to be listed on the sec state's page.	Všimněte si , že jsem také vymazal Greene z republikánských kandidátů , protože se zdá , že už není uveden na stránce sekčního státu .	[0, 0, 0]	NOT
6370	Emperor Yuryaku was younger son of Emperor Ingyo.	Císař Yuryaku byl mladší syn císaře Ingyo .	[0, 0, 0]	NOT
2942	I SAID GO FUCK YOURSELF. WHY ARE YOU CHAANGING IT	Řekl jsem si , že si to pospěš , proč to přemýšlíš ?	[3, 1, 1]	ERR
6652	Whatever gave you the impression that I have the slightest interest in your opinion? Wanker.	Co tě napadlo , že se na tvůj názor vůbec zajímám ?	[1, 1, 0]	ERR
7592	What do you mean by star trek it on the list now just above Madagascar $1.9 billion each	Co myslíš tím , že je to na seznamu právě nad Madagaskarem 1 , 9 miliardy dolarů každý	[1, 1, 1]	ERR
3051	had to remove your edit to Shaun White. You know that's not when he was born. Why would you want to do something like that?	Víš , že to nebylo , když se narodil , proč bys chtěl udělat něco takového ?	[3, 1, 1]	ERR
6823	All: I've posted a request at Wikipedia:Requests for comment. —	Všechno : Napsal jsem žádost na Wikipedii : Žádosti o komentář . -	[0, 0, 0]	NOT
7158	I am rewriting this article as most of is plagiarized from here: [URL]	Přeprávuji tento článek , protože většina je plagiována odsud : [ URL ]	[0, 0, 1]	NOT
7413	Yes- the redirection of sofa king to here leaves people unfamiliar with this guy, a little confused.	Ano , přesměrování gaučového krále sem nechává lidi s tímhle chlápkem trochu zmatení .	[0, 1, 0]	NOT
9377	Coordinates Created map with Jamuria coordinates. Please rectify with actual coordinates when identified.	Souřadnice Vytvořená mapa s souřadnicemi Jamuria . Při identifikaci prosím opravte skutečnými souřadnicemi .	[0, 0, 0]	NOT
484	I sorry but how have these sources been verified? I have never heard these theories put forward.	Je mi líto , ale jak byly tyto zdroje ověřeny ? Nikdy jsem neslyšel tyto teorie předložené .	[0, 0, 0]	NOT
7927	Hi. I don't think Rarotongan language needs a redirect.	Myslím , že Rarotonganský jazyk nepotřebuje přesměrování .	[0, 0, 0]	NOT
4514	I will be visiting a genealogy library over the next ten days and should have references by then. •	V příštích deseti dnech budu navštěvovat knihovnu rodokmenů a do té doby budu mít odkazy .	[0, 0, 0]	NOT
4035	where was the need to stop me and a friend having a quick laugh?	kde byla potřeba zastavit mě a přítele , abych se rychle zasmáli ?	[0, 0, 3]	NOT
7301	changed wording to tracion unit, a semi is a traction unit with one trailer, just as a road train is a traction unit with three trailers	změněné znění na trakční jednotku , semi je trakční jednotka s jedním přívěsem , stejně jako silniční vlak je trakční jednotka s třemi přívěsy	[0, 0, 0]	NOT
7347	I'm suprised nobody has told you to read WP:ANOT#TROPHY.	Překvapuje mě , že ti nikdo neřekl , abys četl WP : ANOT#TROPHY .	[0, 0, 0]	NOT
7058	Oppose per WP:PROT and WP:OWN. Both of these trump a proposal that hasn't even achieved consensus support yet.	Oponovat podle WP : PROT a WP : OWN . Obě tyto trpaslíky návrh , který ještě nedosáhl konsensu podpory .	[1, 1, 1]	ERR
4420	Sorry, that was Edwin Welch, actually Edwin James Welch.	Promiň , to byl Edwin Welch , vlastně Edwin James Welch .	[0, 0, 0]	NOT
1249	Then grow up and stop spamming on my page. I hear your mommy calling. Run along.	Pak vyroste a přestaň štěkat na mé stránce , slyším , jak volá tvoje máma .	[1, 0, 1]	ERR
1021	Your Josef Stalin edits are absolutely retarded, Ben. Do something funny. - Mike (Right across from you)	Tvoje úprava Josefa Stalina je naprosto zaostalá , Bene . Udělej něco vtipného .	[1, 0, 1]	ERR
8885	I am Fraggle81 and I suck large uncut penis like a pro....	Jsem Fraggle81 a vysávám velký neřezaný penis jako profesionál . . . .	[0, 0, 0]	NOT
8870	Jeff Rense also gets pixes of UFOs that have been photographed over Phoenix, Arizona. )	Jeff Rense také dostane koule UFO , které byly fotografovány nad Phoenixem , Arizona . )	[0, 0, 1]	NOT
1100	I removed the first part of the history chapter, it was speculative cliches, no citations and even a dash of Anthropomorphism!!	Odstranil jsem první část kapitoly historie , byla to spekulativní kliše , žádné citace a dokonce i kapku antropomorfismu ! !	[0, 0, 0]	NOT
9006	Read the comments that I left on the deletion discussion page explaining by position in this regard.	Přečtěte si komentáře , které jsem nechal na stránce diskuze o vymazání vysvětlující postoj v tomto ohledu .	[0, 0, 0]	NOT
3165	lets end it now its over gt is watever you think it is period. good night guys.	Pojďme to skončit teď jeho přes gt je watever si myslíte , že to je bod . Dobrou noc kluci .	[1, 1, 1]	ERR
2062	So I have to admit I'm wrong now? Abuse of powers, anyone?	Takže musím přiznat , že se mýlím ?	[3, 1, 1]	ERR
4899	What can I do to keep my Miva Merchant page from being deleted again? Thanks	Co mohu udělat , aby moje stránka Miva Merchant nebyla znovu smazána ? Díky	[0, 0, 0]	NOT
7420	wonderful site for getting down to L&D; 13, with copyright free images no less	úžasné místo pro dostat se dolů na L & D ; 13 , s autorskými právy zdarma obrázky ne méně	[0, 0, 0]	NOT
3141	Re Dustin spires please don't repost this without providing reliable independent sources to back up your claims of notability.	Re Dustin spires prosím nevrátit toto bez poskytnutí spolehlivých nezávislých zdrojů k podpoře vašich tvrzení o významnosti .	[1, 1, 0]	ERR
6635	Somebody named Werieth removed it from the Piha SLSC page.	Někdo jménem Werieth ho odstranil z stránky Piha SLSC .	[0, 0, 0]	NOT
9502	JackofOzJackofOz]] sums up my feeling about it. [[User:	JackofOzJackofOz ] ] shrnuje mé pocity . [ [ Uživatel :	[0, 0, 0]	NOT
2910	Why do you keep deleting a link to the most informative site about Middle Bass Island???	Proč pořád smažete odkaz na nejinformovanější stránku o Middle Bass Island ? ? ?	[0, 0, 0]	NOT
1284	Reverting a link with spam is a double standard and makes you a hipocrite.	Odvrátit odkaz se spamem je dvojí standard a dělá z vás podvodníka .	[1, 0, 0]	NOT
3869	Finns always shared for example the common languag and culture, which means that Finns were always a people.	Finové vždy sdíleli například společný languag a kulturu , což znamená , že Finové byli vždy lid .	[0, 0, 0]	NOT
2569	Thank you to blaze for adding so many good pictures! FrankyP	Díky , aby blaze pro přidání tolik dobrých obrázků ! FrankyP	[0, 1, 1]	ERR
7259	Wow. Looks like you really are going to get into alot of trouble by insulting other users like that.	Vypadá to , že se dostaneš do velkých problémů tím , že urážíš ostatní uživatele .	[0, 0, 0]	NOT
7608	As after one week we have a 4-1 majority for the name change it should be done.	Protože po jednom týdnu máme většinou 4 - 1 pro změnu názvu , která by měla být provedena .	[0, 0, 0]	NOT
9842	Excuse me, I am having a discussion with others here.	Promiňte , promluvím si s ostatními .	[0, 0, 0]	NOT
8309	in science and the arts in general, and particularly	v oblasti vědy a umění obecně , a zejména	[0, 0, 0]	NOT
7075	and promoting zionist propaganda. See this user how he reverts edits without giving any valid reasons	a propagace zionist propagandu . Podívejte se na tohoto uživatele , jak se vrací edity , aniž by dal žádné platné důvody	[0, 0, 1]	NOT
2790	I've absolutely learned that lesson, and it honestly wouldn't have happened were it any user on the planet other than Dfrr.	Absolutně jsem se toho naučila , a upřímně řečeno by se to nestalo , kdyby to udělal někdo jiný na planetě než Dfrr .	[0, 0, 0]	NOT
3432	Do you guys suggest some source for improving the biographical aspects of this article? *	Doporučujete nějaký zdroj pro zlepšení biografických aspektů tohoto článku ? *	[0, 0, 0]	NOT
7486	Ok, since there is no controversy, I' m restoring the alternative folkloric perception for the name of the dance, by adding the above phrasing.	Dobře , protože tu není žádná kontroverze , vracím alternativní folklórní pojem pro název tance , přidáním výše uvedeného znění .	[0, 0, 0]	NOT
8817	What part of my explanation escapes you? I AM NOT PROMOTING OR SOAPBOXING MY OWN WEBSITE.	Jaká část mého vysvětlení vám uniká ? Nejsem PROMOČUJÍCÍ NEBO SOAPBOXUJÍCÍ MŮJ NÁRODNÍ WEBSITE .	[1, 1, 1]	ERR
7409	Eferybody don't have to be around that person or like them they will do anything in the dark.	Nikdo nemusí být kolem toho člověka nebo jako oni udělá cokoliv ve tmě .	[0, 0, 0]	NOT
2352	If it fits alright, I've got no problem with the second image.	Jestli se to hodí , nemám žádný problém s druhým obrázkem .	[0, 0, 0]	NOT
480	Deletion of material from Wikipedia articles without discussion is frowned upon. There is no reason to delete that material. • @	Odstranění materiálu z článků Wikipedie bez diskuze je odmítáno . Není důvod , aby se tento materiál odstraňoval . • @	[0, 0, 0]	NOT
7530	This also needs to conform to the Viz manga translation's name spellings.	To také musí být v souladu s překladem názvu mangy Viz .	[0, 0, 0]	NOT
1319	In fact, all the Angels of Death have minor roles except for Catherina von Schell and Angela Scoular.	Ve skutečnosti mají všichni Andělé smrti menší role , s výjimkou Catheriny von Schellové a Angely Scoularové .	[0, 0, 0]	NOT
9383	don't u dear delete my page again alrite u nigger	Nechci , abys mi znovu vymazal stránku a napsal negře .	[1, 0, 0]	NOT
2461	Sorry about the delay. Let me know if I broke anything.	Promiň za zpoždění , dej mi vědět , jestli jsem něco zlomil .	[0, 0, 0]	NOT
7598	I understand that Weller, like Lawton is also a Jewish surname, which explains alot. Manson	Chápu , že Weller , stejně jako Lawton je také židovské příjmení , což hodně vysvětluje .	[1, 0, 1]	ERR
2887	By the way, please join my Royal Militia. details are on my userpage.	Mimochodem , připojte se k mé královské milice . Podrobnosti jsou na mé uživatelské stránce .	[1, 0, 0]	NOT
2367	Stop reverting my edits and there will be no issues or be reported your choice (:	Přestaňte opakovat mé úpravy a nebudou žádné problémy nebo bude oznámena vaše volba ( :	[0, 0, 0]	NOT
7071	Please provide a source for your claim, IHF said that those were the placement games.	Prosím , poskytněte zdroj vašeho tvrzení , IHF řekl , že to byly placementové hry .	[1, 0, 0]	NOT
3526	Hey, Ged UK! Do you like Bakugan? If so, tell me on my talk page. Bakutrix	Hej , Ged UK ! Líbí se ti Bakugan ? Pokud ano , řekni mi to na mé stránce . Bakutrix	[0, 0, 0]	NOT
5542	Keely broke her ankle and was forced to leave , she didn't walk	Keely si zlomila kotník a byla nucena odejít . Nechodila .	[0, 0, 0]	NOT
6317	I did it to Snopake too (and I think Ayelie once) ''''''	Udělal jsem to I Snopakeovi ( a myslím , že Ayelie jednou ) ' ' ' ' ' '	[0, 0, 0]	NOT
37	He's a sockpuppet for a spammer whose site I got blacklisted, so I've already reported him as such.	Je to děvka pro spamera , jehož stránky jsem dostal na černou listinu , takže jsem o něm už mluvil .	[1, 1, 0]	ERR
245	Not to my knowledge. They might be covered in a Pasugo article though, I'm not sure.	Ale nejsem si jistý , že by se na ně vztahoval článek z Pasugo .	[0, 0, 1]	NOT
